::1 - - [13/Jun/2025:10:28:44 +0000] "GET / HTTP/1.1" 200 2092 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:29:14 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:29:44 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:30:14 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:30:54 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:31:24 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:31:54 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
172.18.0.1 - - [13/Jun/2025:10:32:16 +0000] "GET /login HTTP/1.1" 200 138 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:32:16 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:32:18 +0000] "GET /login HTTP/1.1" 200 138 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:32:18 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:32:24 +0000] "GET / HTTP/1.1" 200 135 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:32:24 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [13/Jun/2025:10:32:24 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:32:54 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:33:24 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:33:54 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:34:25 +0000] "GET / HTTP/1.1" 200 147 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:34:55 +0000] "GET / HTTP/1.1" 200 7714 "-" "curl/8.5.0"
::1 - - [13/Jun/2025:10:35:25 +0000] "GET / HTTP/1.1" 200 7940 "-" "curl/8.5.0"
172.18.0.1 - - [13/Jun/2025:10:35:39 +0000] "GET / HTTP/1.1" 200 2542 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:35:39 +0000] "GET /public/images/bg3-logo.png HTTP/1.1" 404 548 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:35:39 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
